मोहब्बत	सेक्स	3.887342858401816	6.8	0
बाघ	बिल्ली	6.2536194419090645	7.0	0
किताब	कागज़	5.756130132559444	7.6	1
कंप्यूटर	कीबोर्ड	6.722089047292975	7.6	1
कंप्यूटर	इंटरनेट	7.1794605736550725	8.0	0
विमान	कार	6.394351987146343	6.0	0
रेलगाड़ी	कार	6.652936743508099	6.2	0
टेलीफोन	संचार	5.479849557126391	7.6	1
टेलीविजन	रेडियो	7.466255123138313	6.4	1
मीडिया	रेडियो	5.544225815880558	5.8	0
ब्रेड	मक्खन	7.311728703732163	6.6	1
खीरा	आलू	8.271246985180024	5.8	1
चिकित्सक	नर्स	7.021422614207262	7.6	0
प्रोफ़ेसर	चिकित्सक	5.318654900754616	4.6	0
छात्र	प्रोफ़ेसर	4.93189459166276	7.0	0
होशियार	छात्र	3.720019725452298	5.2	0
होशियार	बेवकूफ	6.193171711256809	6.2	0
किताब	पुस्तकालय	4.463296317037795	7.6	1
बैंक	पैसे	4.850056373163064	8.0	1
लकड़ी	जंगल	5.288179862159335	7.0	0
प्रोफ़ेसर	खीरा	0.8579072231504523	0.0	0
राजा	रानी	6.69444563727033	8.2	1
बिशप	रबी	0.8331264554905393	7.0	0
यरूशलेम	इजराइल	4.983847287271219	7.8	1
पवित्र	सेक्स	2.4258063519540753	1.0	0
माराडोना	फ़ुटबॉल	6.930302054172718	7.8	1
फ़ुटबॉल	सॉकर	8.426071199988352	9.0	0
फ़ुटबॉल	बास्केटबाल	7.249078757718859	6.4	1
फ़ुटबॉल	टेनिस	7.415844614322485	5.8	1
टेनिस	रैकेट	4.973634961749097	7.4	1
कानून	वकील	5.364930982460545	7.8	1
चलचित्र	पॉपकॉर्न	4.021347964490869	6.6	0
चलचित्र	आलोचक	3.1900094056677974	6.6	0
चलचित्र	थिएटर	4.818366016019438	8.4	1
पीना	कार	2.0415074599999814	1.4	0
पीना	कान	3.179290536935571	0.4	0
पीना	मुंह	4.266374986405952	7.0	0
बच्चा	मां	5.698374635569125	7.2	1
पीना	मां	2.375793935612476	1.8	0
मणि	गहना	3.875862120699723	6.8	0
भट्ठी	स्टोव	7.105972051179291	8.4	0
भोजन	फल	5.89543413339641	6.6	0
पक्षी	सारस	8.236676038563475	7.4	0
भाई	साधु	3.163790222401643	1.4	0
यात्रा	कार	4.361547752259234	6.2	0
साधु	गुलाम	2.954923221386653	0.2	0
कांच	जादूगर	3.5351253821872914	2.0	0
पैसे	मुद्रा	4.165174318918175	8.6	1
पैसे	धन	6.51180600839654	9.2	1
पैसे	संपत्ति	5.552643836228671	8.4	1
पैसे	बैंक	4.850056373163064	8.2	1
पैसे	जमा	4.878484829487793	6.6	0
पैसे	ऑपरेशन	2.780091118484471	2.6	0
बाघ	जैगुआर	4.780704879973754	8.0	1
बाघ	जानवर	7.266578696788915	7.6	0
बाघ	चिड़ियाघर	6.86277994741339	6.8	0
मनोविज्ञान	चिंता	3.5351083334198528	6.2	0
मनोविज्ञान	डर	2.2118135407403687	5.2	0
मनोविज्ञान	डिप्रेशन	4.0242170132788875	7.0	0
मनोविज्ञान	क्लिनिक	4.5253162356716325	6.4	0
मनोविज्ञान	चिकित्सक	5.112589425231765	7.0	0
मनोविज्ञान	मन	4.022969621552352	7.4	1
मनोविज्ञान	स्वास्थ्य	5.2025931210580545	6.2	0
मनोविज्ञान	विज्ञान	7.954474046831893	7.0	1
मनोविज्ञान	अनुशासन	5.455807634529355	4.2	0
0.63
