मोहब्बत	सेक्स	4.556120372007049	6.8	1
बाघ	बिल्ली	6.99561345811907	7.0	0
किताब	कागज़	6.167408676335336	7.6	0
कंप्यूटर	कीबोर्ड	7.387562192403641	7.6	0
कंप्यूटर	इंटरनेट	8.132941430012002	8.0	0
विमान	कार	7.317672703334064	6.0	1
रेलगाड़ी	कार	7.4508677239643974	6.2	0
टेलीफोन	संचार	6.053941004375485	7.6	0
टेलीविजन	रेडियो	8.331559675161932	6.4	0
मीडिया	रेडियो	6.6081574683613535	5.8	1
ब्रेड	मक्खन	7.836548622179667	6.6	0
खीरा	आलू	8.782092535480619	5.8	1
चिकित्सक	नर्स	7.488391466498173	7.6	0
प्रोफ़ेसर	चिकित्सक	5.749286322986087	4.6	0
छात्र	प्रोफ़ेसर	5.532458240701485	7.0	1
होशियार	छात्र	5.035465953319466	5.2	0
होशियार	बेवकूफ	6.357782805871902	6.2	0
किताब	पुस्तकालय	5.051687738703877	7.6	1
बैंक	पैसे	6.1510338969497305	8.0	0
लकड़ी	जंगल	6.185673835929665	7.0	0
प्रोफ़ेसर	खीरा	0.758411705779003	0.0	0
राजा	रानी	7.287682117716575	8.2	0
बिशप	रबी	0.578058213526577	7.0	1
यरूशलेम	इजराइल	5.9061763680761	7.8	1
पवित्र	सेक्स	2.598041060329368	1.0	0
माराडोना	फ़ुटबॉल	8.15798808336729	7.8	0
फ़ुटबॉल	सॉकर	8.85920180036429	9.0	0
फ़ुटबॉल	बास्केटबाल	7.552269259608979	6.4	0
फ़ुटबॉल	टेनिस	8.141263781916848	5.8	1
टेनिस	रैकेट	5.473046068045587	7.4	1
कानून	वकील	5.814789704591847	7.8	1
चलचित्र	पॉपकॉर्न	3.776335132676532	6.6	1
चलचित्र	आलोचक	4.107886797338859	6.6	1
चलचित्र	थिएटर	6.051635604337017	8.4	0
पीना	कार	2.7156099510345326	1.4	0
पीना	कान	4.6984481503685815	0.4	0
पीना	मुंह	5.286826481224802	7.0	1
बच्चा	मां	6.127400860287989	7.2	0
पीना	मां	3.88940801705308	1.8	0
मणि	गहना	4.162649472695766	6.8	1
भट्ठी	स्टोव	7.859680143027821	8.4	0
भोजन	फल	7.075401312090728	6.6	0
पक्षी	सारस	8.990167356103044	7.4	0
भाई	साधु	4.486233620306765	1.4	0
यात्रा	कार	5.377228695428629	6.2	1
साधु	गुलाम	3.4327039429238875	0.2	0
कांच	जादूगर	4.556710768207097	2.0	0
पैसे	मुद्रा	5.651422990000041	8.6	1
पैसे	धन	7.155183947386735	9.2	0
पैसे	संपत्ति	6.420890278314262	8.4	0
पैसे	बैंक	6.1510338969497305	8.2	0
पैसे	जमा	6.218356765851443	6.6	0
पैसे	ऑपरेशन	3.8370697789159944	2.6	0
बाघ	जैगुआर	4.9502585752885215	8.0	1
बाघ	जानवर	7.793151868982968	7.6	0
बाघ	चिड़ियाघर	7.320680885433617	6.8	0
मनोविज्ञान	चिंता	4.206216389887888	6.2	1
मनोविज्ञान	डर	2.874052592544505	5.2	0
मनोविज्ञान	डिप्रेशन	5.141923921870866	7.0	1
मनोविज्ञान	क्लिनिक	5.181879501397729	6.4	1
मनोविज्ञान	चिकित्सक	6.005289186144865	7.0	0
मनोविज्ञान	मन	4.5901881716958135	7.4	1
मनोविज्ञान	स्वास्थ्य	5.5845225281249835	6.2	1
मनोविज्ञान	विज्ञान	8.348416263239113	7.0	0
मनोविज्ञान	अनुशासन	6.813349647353267	4.2	1
0.63
