मोहब्बत	सेक्स	4.112745445103167	6.8	1
बाघ	बिल्ली	6.974892830068834	7.0	0
किताब	कागज़	5.985890784043962	7.6	0
कंप्यूटर	कीबोर्ड	7.530077278331017	7.6	0
कंप्यूटर	इंटरनेट	8.131585442585674	8.0	0
विमान	कार	7.0143147828385155	6.0	0
रेलगाड़ी	कार	6.653253628462329	6.2	0
टेलीफोन	संचार	6.113987093352355	7.6	0
टेलीविजन	रेडियो	8.476100708442459	6.4	0
मीडिया	रेडियो	6.366761166304599	5.8	0
ब्रेड	मक्खन	7.68088299118433	6.6	0
खीरा	आलू	8.64204052220661	5.8	0
चिकित्सक	नर्स	7.309511678726378	7.6	0
प्रोफ़ेसर	चिकित्सक	6.190771721198223	4.6	1
छात्र	प्रोफ़ेसर	5.580414219194175	7.0	0
होशियार	छात्र	5.130172033649574	5.2	0
होशियार	बेवकूफ	6.153295006001411	6.2	0
किताब	पुस्तकालय	5.0998777442023515	7.6	0
बैंक	पैसे	5.89344970516033	8.0	0
लकड़ी	जंगल	6.346297437315607	7.0	0
प्रोफ़ेसर	खीरा	1.5091771451034188	0.0	0
राजा	रानी	7.52545683169282	8.2	0
बिशप	रबी	1.1724321735654892	7.0	1
यरूशलेम	इजराइल	5.763266848673766	7.8	0
पवित्र	सेक्स	2.6946611462049894	1.0	0
माराडोना	फ़ुटबॉल	7.882922585022358	7.8	0
फ़ुटबॉल	सॉकर	8.88037474507093	9.0	0
फ़ुटबॉल	बास्केटबाल	7.837490584193027	6.4	0
फ़ुटबॉल	टेनिस	8.265294671877207	5.8	0
टेनिस	रैकेट	5.745199948193603	7.4	0
कानून	वकील	5.455710253098638	7.8	0
चलचित्र	पॉपकॉर्न	3.934198242683817	6.6	1
चलचित्र	आलोचक	3.833417707175303	6.6	1
चलचित्र	थिएटर	6.5069890457052715	8.4	0
पीना	कार	4.159301966425643	1.4	0
पीना	कान	4.919636337801269	0.4	0
पीना	मुंह	5.231119557280147	7.0	0
बच्चा	मां	5.7829080426858255	7.2	0
पीना	मां	4.072490968581545	1.8	0
मणि	गहना	4.773124631346196	6.8	1
भट्ठी	स्टोव	7.744542598672154	8.4	0
भोजन	फल	6.9638602780517465	6.6	0
पक्षी	सारस	9.142485437840758	7.4	0
भाई	साधु	4.011827670831728	1.4	0
यात्रा	कार	4.842876744585646	6.2	1
साधु	गुलाम	2.9473447316678563	0.2	0
कांच	जादूगर	4.502966472311862	2.0	0
पैसे	मुद्रा	5.498537647477089	8.6	0
पैसे	धन	6.7317900119595695	9.2	0
पैसे	संपत्ति	6.24167673657587	8.4	0
पैसे	बैंक	5.89344970516033	8.2	0
पैसे	जमा	6.243772141244413	6.6	0
पैसे	ऑपरेशन	4.203757440210735	2.6	0
बाघ	जैगुआर	5.031122754621076	8.0	0
बाघ	जानवर	7.669291116634211	7.6	0
बाघ	चिड़ियाघर	7.363624900709	6.8	0
मनोविज्ञान	चिंता	3.828947821738617	6.2	1
मनोविज्ञान	डर	2.49025646060023	5.2	1
मनोविज्ञान	डिप्रेशन	5.321744157593663	7.0	0
मनोविज्ञान	क्लिनिक	5.2377184601227045	6.4	0
मनोविज्ञान	चिकित्सक	6.241836008290668	7.0	0
मनोविज्ञान	मन	4.440145090838288	7.4	1
मनोविज्ञान	स्वास्थ्य	5.524333487891778	6.2	0
मनोविज्ञान	विज्ञान	8.489979108159675	7.0	0
मनोविज्ञान	अनुशासन	6.586153890134639	4.2	1
0.83
